,0,1,2,3,4,5,6,7,8,9,10,11,date
9361,来宝集团有限公司,NOBLSP 6.625 08/05/20,-,6.625,-,250.00 百万,2010-08-05,--,--,--,产业债,2978,2020/08/05
9362,来宝集团有限公司,NOBLSP 4.875 08/05/15,-,4.875,-,500.00 百万,2010-08-05,--,--,--,产业债,2979,2015/08/05
9363,世茂集团控股有限公司,SHIMAO 9.65 08/03/17,105.397,9.65,11.887,500.00 百万,2010-08-03,"一般企业用途,再融资",--,--,地产债,2980,2017/08/03
9364,华润电力控股有限公司,RESOPW 3.75 08/03/15,100.000,3.75,3.352,500.00 百万,2010-08-03,"资本支出,一般企业用途,运营资本",--,--,产业债,2981,2015/08/03
9365,中国粮油控股有限公司,CHNACE 1 07/29/15,-,1,-,3875.00 百万,2010-07-29,Capital Expenditures General Corporate Purposes Working Capital,--,--,产业债,96881,2015/07/29
9366,香港置地有限公司,HKLSP 4.1 07/28/25,-,4.1,-,300.00 百万,2010-07-28,公司间贷款,--,--,地产债,96840,2025/07/28
9367,泰山石化集团有限公司,TITAN 8.5 07/13/15,-,8.5,-,14.19 百万,2010-07-27,再融资,--,--,产业债,100212,2015/07/13
9368,泰山石化集团有限公司,TITAN 0 07/13/15,-,0,-,78.72 百万,2010-07-27,再融资,--,--,产业债,100216,2015/07/13
9369,远洋集团控股有限公司,SINOCE 8 PERP,-,8,-,900.00 百万,2010-07-27,"一般企业用途,项目融资",2015/7/27及以后,2015/7/27及以后,地产债,2982,PERP
9370,远洋集团控股有限公司,SINOCE 8 PERP,-,8,-,900.00 百万,2010-07-27,"一般企业用途,项目融资",2015/7/27及以后,2015/7/27及以后,地产债,2983,PERP
9371,第一太平有限公司,FIRPAC 7.375 07/24/17,-,7.375,-,300.00 百万,2010-07-23,公司间贷款,--,--,产业债,3561,2017/07/24
9372,新鸿基地产发展有限公司,SUNHUN 3.65 07/20/20,-,3.65,-,300.00 百万,2010-07-20,--,--,--,地产债,96837,2020/07/20
9373,东亚银行有限公司,BNKEA 6.125 07/16/20,-,6.125,-,600.00 百万,2010-07-16,运营资本、下层2级资本、再融资、巴塞尔协议Ⅲ 2级资本,--,--,金融债,3458,2020/07/16
9374,铜陵有色金属集团股份有限公司,TONGDU 0.6 07/15/16,-,0.6,-,2000.00 百万,2010-07-15,Capital Expenditures,--,--,产业债,96882,2016/07/15
9375,深圳投控湾区发展有限公司,HPWELL 2.98 07/13/12,-,2.98,-,1380.00 百万,2010-07-13,General Corporate Purposes,--,--,城投债,96879,2012/07/13
9376,禹洲集团控股有限公司,YUZHOU 10 07/08/13,-,10,-,1000.00 百万,2010-07-08,--,--,--,地产债,96878,2013/07/08
9377,中国银行股份有限公司,BCHINA 3.5 07/07/17,100.000,3.5,-,30.00 百万,2010-07-07,--,--,--,金融债,27943,2017/07/07
9378,九龙仓集团有限公司,WHARF 5.3 06/25/40,-,5.3,-,250.00 百万,2010-06-25,--,--,--,地产债,96843,2040/06/25
9379,渣打银行(香港)有限公司,STANLN 5.875 06/24/20,100.000,5.875,-,750.00 百万,2010-06-24,一般企业用途、下层2级资本、巴塞尔协议Ⅲ2级资本,--,--,金融债,27216,2020/06/24
9380,中信银行(国际)有限公司,CINDBK 6.875 06/24/20,100.000,6.875,-,500.00 百万,2010-06-24,"一般企业用途,低二级次级债,T2资本补充",--,--,金融债,3482,2020/06/24
9381,中华人民共和国(香港特区政府),HKGB 2.53 06/22/20,-,2.53,-,800.00 百万,2010-06-21,--,--,--,政府债,96829,2020/06/22
9382,中华人民共和国(香港特区政府),HKGB 1.65 06/15/15,-,1.65,-,2200.00 百万,2010-06-14,--,--,--,政府债,96905,2015/06/15
9383,中国民生银行股份有限公司,CHIMIN 4.29 06/10/20,-,4.29,-,5800.00 百万,2010-06-10,Tier-2 Capital Non-Specific,--,--,金融债,96906,2020/06/10
9384,香港置地有限公司,HKLSP 3.95 06/08/20,-,3.95,-,500.00 百万,2010-06-08,Intercompany Loan,--,--,地产债,96832,2020/06/08
9385,G3 EXPLORATION LIMITED,GELNNO 7 06/07/15,-,7,-,50.00 百万,2010-06-07,--,--,--,产业债,1751,2015/06/07
9386,四川美丰化工股份有限公司,MEIFEN 1.5 06/02/15,-,1.5,-,650.00 百万,2010-06-02,Project Finance,--,--,产业债,96904,2015/06/02
9387,贵阳银行股份有限公司,GUIYAN 8.95 06/02/20,-,8.95,-,600.00 百万,2010-06-02,Tier-2 Capital Non-Specific,--,--,金融债,96908,2020/06/02
9388,中信银行股份有限公司,CINDBK 4 05/28/20,-,4,-,5000.00 百万,2010-05-28,Tier-2 Capital Non-Specific,--,--,金融债,96907,2020/05/28
9389,河北银行股份有限公司,BKHEBE 5.95 05/21/20,-,5.95,-,800.00 百万,2010-05-21,Tier-2 Capital Non-Specific,--,--,金融债,96888,2020/05/21
9390,九广铁路公司,KCRC 1.3 05/20/13,-,1.3,-,800.00 百万,2010-05-20,--,--,--,产业债,96886,2013/05/20
9391,中国地利集团,RNHEF 11.75 05/18/15,-,11.75,-,300.00 百万,2010-05-18,"运营资本,项目融资",--,--,产业债,2985,2015/05/18
9392,中国地利集团,RNHEF 11.75 05/18/15,-,11.75,-,300.00 百万,2010-05-18,"运营资本,项目融资",--,--,产业债,2986,2015/05/18
9393,中华人民共和国(香港特区政府),HKGB 0.72 05/17/12,-,0.72,-,1200.00 百万,2010-05-17,--,--,--,政府债,96869,2012/05/17
9394,Melco Resorts Finance Limited,MPEL 10.25 05/15/18,117.250,10.25,-,600.00 百万,2010-05-17,再融资,--,--,产业债,28093,2018/05/15
9395,Melco Resorts Finance Limited,MPEL 10.25 05/15/18,116.500,10.25,-,600.00 百万,2010-05-17,再融资,--,--,产业债,3583,2018/05/15
9396,香港置地有限公司,HKLSP 3.43 05/14/20,-,3.43,-,150.00 百万,2010-05-14,--,--,--,地产债,96831,2020/05/14
9397,利丰有限公司,LIFUNG 5.25 05/13/20,-,5.25,-,750.00 百万,2010-05-13,收购融资、项目融资,--,--,产业债,3344,2020/05/13
9398,花样年控股集团有限公司,FTHDGR 14 05/12/15,100.125,14,19.655,120.00 百万,2010-05-12,一般企业用途,--,--,地产债,2987,2015/05/12
9399,花样年控股集团有限公司,FTHDGR 14 05/12/15,100.119,14,19.655,120.00 百万,2010-05-12,--,--,--,地产债,2988,2015/05/12
9400,香港电灯有限公司,HKE 3.95 05/10/30,-,3.95,-,470.00 百万,2010-05-10,--,--,--,产业债,96841,2030/05/10
9401,仁恒置地集团有限公司,YLLGSP 9.5 05/04/17,105.046,9.5,11.934,300.00 百万,2010-05-04,--,2014/5/4，104.75、2015/5/4，102.375、2016/5/4，100,2014/5/4，104.75,地产债,28087,2017/05/04
9402,仁恒置地集团有限公司,YLLGSP 9.5 05/04/17,105.166,9.5,11.934,300.00 百万,2010-05-04,--,2014/5/4，104.75、2015/5/4，102.375、2016/5/4，100,2014/5/4，104.75,地产债,3572,2017/05/04
9403,九龙仓集团有限公司,WHARF 4.4 04/30/20,-,4.4,-,100.00 百万,2010-04-30,--,--,--,地产债,96834,2020/04/30
9404,雅居乐集团控股有限公司,AGILE 8.875 04/28/17,100.350,8.875,9.104,650.00 百万,2010-04-28,"一般企业用途,再融资",--,--,地产债,2989,2017/04/28
9405,佳兆业集团控股有限公司,KAISAG 13.5 04/28/15,106.560,13.5,13.560,650.00 百万,2010-04-28,"一般企业用途,项目融资,再融资",--,--,地产债,2990,2015/04/28
9406,雅居乐集团控股有限公司,AGILE 8.875 04/28/17,100.350,8.875,9.104,650.00 百万,2010-04-28,"一般企业用途,再融资",--,--,地产债,2991,2017/04/28
9407,佳兆业集团控股有限公司,KAISAG 13.5 04/28/15,106.560,13.5,-,650.00 百万,2010-04-28,"一般企业用途,项目融资,再融资",--,--,地产债,2992,2015/04/28
9408,碧桂园控股有限公司,COGARD 11.25 04/22/17,106.425,11.25,11.417,550.00 百万,2010-04-22,"一般企业用途,再融资",--,--,地产债,2993,2017/04/22
9409,碧桂园控股有限公司,COGARD 11.25 04/22/17,106.415,11.25,11.417,550.00 百万,2010-04-22,"一般企业用途,再融资",--,--,地产债,2994,2017/04/22
9410,中国水务集团有限公司,CWAHK 2.5 04/15/15,-,2.5,-,600.00 百万,2010-04-15,Capital Expenditures General Corporate Purposes Working Capital,--,--,产业债,96871,2015/04/15
9411,中国绿色食品(控股)有限公司,CGCHK 3 11/13/13,-,3,-,1350.00 百万,2010-04-12,Capital Expenditures Working Capital,--,--,产业债,96872,2013/11/13
9412,太平洋航运集团有限公司,PACBAS 1.75 04/12/16,-,1.75,-,230.00 百万,2010-04-12,再融资,--,--,产业债,100217,2016/04/12
9413,阜丰集团有限公司,FUFENG 4.5 04/01/15,-,4.5,-,1025.00 百万,2010-04-01,Capital Expenditures General Corporate Purposes Working Capital,--,--,产业债,96891,2015/04/01
9414,中华人民共和国(香港特区政府),HKGB 1.75 03/23/15,-,1.75,-,1200.00 百万,2010-03-22,--,--,--,政府债,96870,2015/03/23
9415,香港置地有限公司,HKLSP 4.24 03/19/20,-,4.24,-,500.00 百万,2010-03-19,Intercompany Loan,--,--,地产债,96853,2020/03/19
9416,中华电力有限公司,CHINLP 4.75 03/19/20,100.000,4.75,-,500.00 百万,2010-03-19,公司间贷款,--,--,产业债,3497,2020/03/19
9417,香港置地有限公司,HKLSP 5.25 03/18/40,-,5.25,-,250.00 百万,2010-03-18,Intercompany Loan,--,--,地产债,96839,2040/03/18
9418,攀枝花市商业银行股份有限公司,PZHSHR 9.21 03/11/20,-,9.21,-,160.00 百万,2010-03-11,Tier-2 Capital Non-Specific,--,--,金融债,96875,2020/03/11
9419,汇丰控股有限公司,HSBC 4 03/15/15,100.015,4,1.230,26.67 百万,2010-03-11,一般企业用途、再融资,--,--,金融债,28127,2015/03/15
9420,厦门银行股份有限公司,XMBANK 9.38 03/10/20,-,9.38,-,300.00 百万,2010-03-10,Tier-2 Capital Non-Specific,--,--,金融债,96873,2020/03/10
9421,远东发展有限公司,FAEACO 3.625 03/05/15,-,3.625,-,800.00 百万,2010-03-05,Acquisition Financing,--,--,地产债,96930,2015/03/05
9422,中华人民共和国(香港特区政府),GBHK 0.7 03/05/12,-,0.7,-,3500.00 百万,2010-03-04,--,--,--,政府债,96927,2012/03/05
9423,华夏银行股份有限公司,HUAXIA 7.55 03/02/20,-,7.55,-,4400.00 百万,2010-03-02,Tier-2 Capital Non-Specific,--,--,金融债,96964,2020/03/02
9424,香港置地有限公司,HKLSP 4.22 02/26/20,-,4.22,-,500.00 百万,2010-02-26,Intercompany Loan,--,--,地产债,96856,2020/02/26
9425,中华人民共和国(香港特区政府),HKGB 2.95 02/24/25,-,2.95,-,600.00 百万,2010-02-24,--,--,--,政府债,96838,2025/02/24
9426,中华人民共和国(香港特区政府),HKGB 0.64 02/17/12,-,0.64,-,1200.00 百万,2010-02-17,--,--,--,政府债,96963,2012/02/17
9427,中国银行(香港)有限公司,BOCHKL 5.55 02/11/20,100.000,5.55,-,2500.00 百万,2010-02-11,2级资本-无特定、再融资,--,--,金融债,3380,2020/02/11
9428,中国银行(香港)有限公司,BOCHKL 5.55 02/11/20,-,5.55,-,900.00 百万,2010-02-11,下层2级资本、再融资,--,--,金融债,100219,2020/02/11
9429,大新银行有限公司,DAHSIN 6.625 02/11/20,100.000,6.625,-,225.00 百万,2010-02-11,一般企业用途、下层2级资本、巴塞尔协议Ⅲ 2级资本,--,--,金融债,3505,2020/02/11
9430,中国银行(香港)有限公司,BOCHKL 5.55 02/11/20,100.000,5.55,-,2500.00 百万,2010-02-11,下层2级资本、再融资,--,--,金融债,27321,2020/02/11
9431,新世界发展有限公司,NWDEVL 7 02/10/20,100.000,7,-,750.00 百万,2010-02-10,运营资本、公司间贷款,--,--,地产债,3433,2020/02/10
9432,来宝集团有限公司,NOBLSP 6.75 01/29/20,-,6.75,-,400.00 百万,2010-01-29,--,--,--,产业债,2995,2020/01/29
9433,中国恒大集团,EVERRE 13 01/27/15,101.250,13,13.161,1350.00 百万,2010-01-27,"一般企业用途,再融资",--,--,地产债,2997,2015/01/27
9434,中国恒大集团,EVERRE 13 01/27/15,101.125,13,13.158,1350.00 百万,2010-01-27,"一般企业用途,再融资",--,--,地产债,2998,2015/01/27
9435,华星控股有限公司,LINREI 3.73 01/23/17,-,3.73,-,500.00 百万,2010-01-22,General Corporate Purposes,--,--,产业债,96931,2017/01/23
9436,九龙仓集团有限公司,WHARF 4.9 01/21/20,-,4.9,-,550.00 百万,2010-01-21,--,--,--,地产债,96959,2020/01/21
9437,恒鼎实业国际发展有限公司,HIDILI 1.5 01/19/15,-,1.5,-,1170.00 百万,2010-01-19,Capital Expenditures General Corporate Purposes Working Capital Refinance,--,--,产业债,96860,2015/01/19
9438,中华人民共和国(香港特区政府),GBHK 2.93 01/13/20,-,2.93,-,7500.00 百万,2010-01-12,General Corporate Purposes Refinance,--,--,政府债,96845,2020/01/13
9439,香港中华煤气有限公司,HKCGAS 5 01/12/50,-,5,-,250.00 百万,2010-01-12,--,--,--,产业债,96848,2050/01/12
9440,中国海洋石油有限公司,CNOOC 9 12/15/12,-,9,-,525.00 百万,2009-11-20,"一般企业用途,再融资",--,--,产业债,2999,2012/12/15
9441,中国海洋石油有限公司,CNOOC 9 12/15/12,-,9,-,525.00 百万,2009-11-20,"一般企业用途,再融资",--,--,产业债,3000,2012/12/15
9442,雅居乐集团控股有限公司,AGILE 10 11/14/16,104.750,10,9.719,300.00 百万,2009-11-12,--,--,--,地产债,3001,2016/11/14
9443,雅居乐集团控股有限公司,AGILE 10 11/14/16,104.575,10,9.718,300.00 百万,2009-11-12,--,--,--,地产债,3002,2016/11/14
9444,东亚银行有限公司,BNKEA 8.5 PERP,106.042,8.5,7.434,500.00 百万,2009-11-05,运营资本、1级资本,2009/11/5至2168/5/5每年的5、11月5日,2009/11/5至2168/5/5每年的5,金融债,3397,PERP
9445,来宝集团有限公司,NOBLSP 6.75 01/29/20,-,6.75,-,1250.00 百万,2009-10-29,"一般企业用途,再融资",--,--,产业债,3003,2020/01/29
9446,来宝集团有限公司,NOBLSP 6.75 01/29/20,-,6.75,-,1250.00 百万,2009-10-29,"一般企业用途,再融资",--,--,产业债,3004,2020/01/29
9447,和记黄埔有限公司,HUWHY 4.625 09/11/15,106.575,4.625,1.361,189.33 百万,2009-10-28,--,--,--,产业债,28092,2015/09/11
9448,中国旭光高新材料集团有限公司,LUMENA 12 10/27/14,-,12,-,250.00 百万,2009-10-27,"资本支出,一般企业用途,再融资",--,--,产业债,3005,2014/10/27
9449,中国旭光高新材料集团有限公司,LUMENA 12 10/27/14,-,12,-,250.00 百万,2009-10-27,"资本支出,一般企业用途,再融资",--,--,产业债,3006,2014/10/27
9450,恒基兆业地产有限公司,HENLND 5.5 09/17/19,100.000,5.5,5.392,500.00 百万,2009-09-17,--,--,--,地产债,3519,2019/09/17
9451,和记黄埔有限公司,HUWHY 4.625 09/11/15,100.000,4.625,2.724,2000.00 百万,2009-09-11,一般企业用途、再融资,--,--,产业债,3642,2015/09/11
9452,和记黄埔有限公司,CKHH 5.75 09/11/19,100.000,5.75,4.109,1000.00 百万,2009-09-11,一般企业用途,--,--,产业债,3672,2019/09/11
9453,和记黄埔有限公司,HUWHY 4.625 09/11/15,100.000,4.625,2.724,2189.33 百万,2009-09-11,一般企业用途、再融资,--,--,产业债,28064,2015/09/11
9454,和记黄埔有限公司,CKHH 5.75 09/11/19,100.000,5.75,-,1000.00 百万,2009-09-11,一般企业用途,--,--,产业债,27575,2019/09/11
9455,碧桂园控股有限公司,COGARD 11.75 09/10/14,100.125,11.75,9.754,375.00 百万,2009-09-10,"一般企业用途,再融资",--,--,地产债,3007,2014/09/10
9456,碧桂园控股有限公司,COGARD 11.75 09/10/14,100.125,11.75,9.755,375.00 百万,2009-09-10,"一般企业用途,再融资",--,--,地产债,3010,2014/09/10
9457,中国龙工控股有限公司,LONKIN 0 08/24/14,115.500,0,-,135.00 百万,2009-08-24,"运营资本,再融资",2012-8-24,2012-8-24,产业债,3011,2014/08/24
9458,太古股份有限公司,SWIRE 5.5 08/19/19,100.000,5.5,4.045,500.00 百万,2009-08-19,--,--,--,地产债,3514,2019/08/19
9459,中国海洋石油有限公司,CNOOC 6.2 07/30/19,-,6.2,-,300.00 百万,2009-07-30,"资本支出,一般企业用途,再融资",--,--,产业债,3012,2019/07/30
9460,中国海洋石油有限公司,CNOOC 7.5 07/30/39,121.075,7.5,5.561,700.00 百万,2009-07-30,"资本支出,一般企业用途,再融资",--,--,产业债,3013,2039/07/30
9461,九广铁路公司,KCRC 5.125 05/20/19,100.000,5.125,3.414,750.00 百万,2009-05-18,--,--,--,产业债,27772,2019/05/20
9462,九广铁路公司,KCRC 5.125 05/20/19,100.000,5.125,3.414,750.00 百万,2009-05-18,--,--,--,产业债,3556,2019/05/20
9463,和记黄埔有限公司,CKHH 7.625 04/09/19,100.000,7.625,4.065,1500.00 百万,2009-04-09,一般企业用途,--,--,产业债,3640,2019/04/09
9464,和记黄埔有限公司,CKHH 7.625 04/09/19,100.000,7.625,4.065,1500.00 百万,2009-04-09,一般企业用途,--,--,产业债,27576,2019/04/09
9465,江西赛维LDK太阳能高科技有限公司,LDKSY 4.75 04/15/13,42.000,4.75,-,400.00 百万,2009-01-30,"一般企业用途,项目融资",--,--,产业债,3023,2013/04/15
9466,盛大互动娱乐有限公司,SNDA 2 09/15/11,-,2,-,175.00 百万,2008-09-16,--,--,--,产业债,3018,2011/09/15
9467,华侨永亨银行有限公司,WINHAN 9.375 PERP,106.526,9.375,8.777,225.00 百万,2008-09-10,一般企业用途、上层2级资本,2013/9/11至2162/3/11每年的3、9月11日,2013/9/11至2162/3/11每年的3,金融债,3594,PERP
9468,中国医疗技术公司,CMED 4 08/15/13,0.220,4,-,276.00 百万,2008-08-15,"企业并购融资,一般企业用途",--,--,产业债,3019,2013/08/15
9469,香港中华煤气有限公司,HKCGAS 6.25 08/07/18,100.000,6.25,3.214,1000.00 百万,2008-08-07,一般企业用途、再融资 ,--,--,产业债,27504,2018/08/07
9470,香港中华煤气有限公司,HKCGAS 6.25 08/07/18,100.000,6.25,3.214,1000.00 百万,2008-08-07,一般企业用途、再融资,--,--,产业债,3548,2018/08/07
9471,天合光能股份有限公司,TSL 4 07/15/13,99.750,4,-,138.00 百万,2008-07-23,"一般企业用途,项目融资",--,--,产业债,3020,2013/07/15
9472,美国东方生物技术有限公司,AOBI 5 07/15/15,-,5,-,115.00 百万,2008-07-15,"一般企业用途,股票回购",--,--,产业债,3021,2015/07/15
9473,中国中电光伏有限公司,CSUN 4.75 06/15/13,-,4.75,-,54.50 百万,2008-07-01,--,--,--,产业债,3022,2013/06/15
9474,中国中电光伏有限公司,CSUN 4.75 06/15/13,-,4.75,-,54.50 百万,2008-07-01,--,--,--,产业债,3024,2013/06/15
9475,招商局港口控股有限公司,CMHI 6.125 06/18/13,100.062,6.125,2.909,300.00 百万,2008-06-18,再融资,--,--,产业债,3026,2013/06/18
9476,招商局港口控股有限公司,CMHI 7.125 06/18/18,100.000,7.125,4.687,200.00 百万,2008-06-18,再融资,--,--,产业债,3027,2018/06/18
9477,来宝集团有限公司,NOBLSP 8.5 05/30/13,-,8.5,-,500.00 百万,2008-05-30,--,--,--,产业债,3029,2013/05/30
9478,来宝集团有限公司,NOBLSP 8.5 05/30/13,-,8.5,-,500.00 百万,2008-05-30,--,--,--,产业债,3030,2013/05/30
9479,盛大科技(集团)股份有限公司,SDTH 6 06/01/18,2.600,6,-,115.00 百万,2008-05-28,"资本支出,一般企业用途",2013/6/1及以后,2013/6/1及以后,产业债,3032,2018/06/01
9480,晶澳太阳能控股有限公司,JASO 4.5 05/15/13,-,4.5,-,400.00 百万,2008-05-19,"一般企业用途,运营资本,投资,项目融资",--,--,产业债,2078,2013/05/15
9481,玖龙纸业(控股)有限公司,NDPAPE 9.875 04/29/13,-,9.875,-,300.00 百万,2008-04-29,资本支出、再融资,--,--,产业债,3608,2013/04/29
9482,太古股份有限公司,SWIRE 6.25 04/18/18,100.000,6.25,3.721,400.00 百万,2008-04-18,公司间贷款,--,--,地产债,3562,2018/04/18
9483,江西赛维LDK太阳能高科技有限公司,LDKSY 4.75 04/15/13,90.000,4.75,-,400.00 百万,2008-04-15,"一般企业用途,项目融资",--,--,产业债,3035,2013/04/15
9484,联游网络科技有限公司,CCGM 12 04/15/11,-,12,-,20.00 百万,2008-04-15,--,--,--,产业债,3036,2011/04/15
9485,尚德太阳能电力控股有限公司,STP 3 03/15/13,1.050,3,-,575.00 百万,2008-03-17,"企业并购融资,项目融资",--,--,产业债,3025,2013/03/15
9486,尚德太阳能电力控股有限公司,STP 3 03/15/13,2.000,3,-,575.00 百万,2008-03-17,"企业并购融资,项目融资",--,--,产业债,3038,2013/03/15
9487,亚洲水泥股份有限公司,ASACEM 0 02/20/13,105.250,0,-,210.00 百万,2008-02-20,收购融资、运营资本,2010-8-20,2010-8-20,产业债,28194,2013/02/20
9488,中国汽车系统股份公司,CAAS 5 02/15/13,-,5,-,15.00 百万,2008-02-15,"一般企业用途,运营资本",--,--,产业债,3039,2013/02/15
9489,中国汽车系统股份公司,CAAS 3 02/15/13,-,3,-,8.57 百万,2008-02-15,--,--,--,产业债,3040,2013/02/15
9490,中国汽车系统股份公司,CAAS 4.5 02/15/13,-,4.5,-,6.42 百万,2008-02-15,"一般企业用途,运营资本",--,--,产业债,3041,2013/02/15
9491,西安市西蓝天然气股份有限公司,CHNG 5 01/29/14,-,5,-,40.00 百万,2008-01-29,"资本支出,运营资本",2009/1/29、2010/1/29、2011/1/29、2012/1/29、2013/1/29,2009/1/29,产业债,3044,2014/01/29
9492,中国海洋石油有限公司,CNOOC 8.25 12/15/14,-,8.25,-,1000.00 百万,2007-12-15,债券交换,--,--,产业债,3042,2014/12/15
9493,中国海洋石油有限公司,CNOOC 7.875 12/15/14,-,7.875,-,750.00 百万,2007-12-15,债券交换,--,--,产业债,3043,2014/12/15
9494,沿海绿色家园有限公司,CSTGR 12 11/08/12,-,12,-,150.00 百万,2007-11-08,"一般企业用途,再融资",--,--,地产债,3047,2012/11/08
9495,九龙仓集团有限公司,WHARF 6.125 11/06/17,100.000,6.125,4.163,400.00 百万,2007-11-06,一般企业用途,--,--,地产债,3557,2017/11/06
9496,中国金属再生资源(控股)有限公司,CMRH 8.5 10/23/09,-,8.5,-,80.00 百万,2007-10-23,--,--,--,产业债,3614,2009/10/23
9497,鲜驰达控股集团有限公司,FUJIFC 0 10/18/10,-,0,-,1500.00 百万,2007-10-18,收购融资、资本支出、一般企业用途、投资、项目融资,2009/4/18至2010/10/18,2009/4/18至2010/10/18,产业债,102414,2010/10/18
9498,金至尊珠宝控股有限公司,HFGOLD 9.25 10/17/14,2.000,9.25,-,170.00 百万,2007-10-17,资本支出、一般企业用途、运营资本、再融资,2011/10/17、2012/10/17、2013/10/17,2011/10/17,产业债,3534,2014/10/17
9499,天山发展(控股)有限公司,TISHAZ Float 04/08/11,-,L+700,-,90.00 百万,2007-10-09,"一般企业用途,项目融资",--,--,地产债,3048,2011/04/08
9500,太阳城集团控股有限公司,HLGHLD 12.5 10/03/12,-,12.5,-,90.00 百万,2007-10-03,"一般企业用途,再融资",--,--,地产债,3050,2012/10/03
9501,中兴天恒能源科技(北京)股份公司,SNEN 3 09/28/12,-,3,-,14.00 百万,2007-09-28,"资本支出,一般企业用途,运营资本",--,--,产业债,3049,2012/09/28
9502,中兴天恒能源科技(北京)股份公司,SNEN 12 09/28/12,-,12,-,16.00 百万,2007-09-28,"资本支出,一般企业用途,运营资本",--,--,产业债,3051,2012/09/28
9503,7天连锁酒店集团,SEVDAY Float 09/10/10,-,L+550,-,80.00 百万,2007-09-10,"资本支出,一般企业用途,运营资本,再融资",--,--,产业债,3053,2010/09/10
9504,上海实业城市开发集团有限公司,NECHIN 9.75 07/23/14,101.000,9.75,8.933,400.00 百万,2007-07-23,"一般企业用途,再融资",2011/7/23,2011/7/23,城投债,3054,2014/07/23
9505,上海实业城市开发集团有限公司,NECHIN 9.75 07/23/14,101.000,9.75,8.934,400.00 百万,2007-07-23,"一般企业用途,再融资",2011/7/23,2011/7/23,城投债,3055,2014/07/23
9506,中国玻璃控股有限公司,CHIGLA 9.625 07/12/12,-,9.625,-,100.00 百万,2007-07-12,"一般企业用途,再融资",--,--,产业债,3057,2012/07/12
9507,TCL电子控股有限公司,TCLHLD 4.5 07/12/12,-,4.5,-,140.00 百万,2007-07-12,再融资,--,--,产业债,3065,2012/07/12
9508,华南城控股有限公司,CSCHCN 7 07/11/12,-,7,-,125.00 百万,2007-07-11,"一般企业用途,运营资本",--,--,地产债,3056,2012/07/11
9509,瑞安建业有限公司,SOCAM 2 06/13/12,-,2,-,200.00 百万,2007-06-13,"一般企业用途,项目融资",--,--,地产债,3062,2012/06/13
9510,上海证大房地产有限公司,ZENDA 10 06/06/12,-,10,-,150.00 百万,2007-06-06,"企业并购融资,一般企业用途,运营资本,项目融资,公司间贷款",--,--,地产债,3061,2012/06/06
9511,黑龙江飞鹤乳业有限公司,ADY 1 06/01/12,-,1,-,80.00 百万,2007-06-01,--,--,--,产业债,3060,2012/06/01
9512,中国石化国际石油勘探开发有限公司,AXCCN 3.75 05/31/12,-,3.75,-,300.00 百万,2007-05-30,--,--,--,产业债,3299,2012/05/31
9513,百盛商业集团有限公司,PRKSON 7.125 05/30/12,-,7.125,-,125.00 百万,2007-05-30,"企业并购融资,过桥贷款支付,一般企业用途,运营资本",--,--,产业债,3064,2012/05/30
9514,中信资源控股有限公司,CITIC 6.75 05/15/14,100.050,6.75,5.361,1000.00 百万,2007-05-17,"企业并购融资,运营资本",--,--,产业债,3067,2014/05/15
9515,中信资源控股有限公司,CITIC 6.75 05/15/14,100.050,6.75,5.361,1000.00 百万,2007-05-17,"企业并购融资,运营资本",--,--,产业债,3068,2014/05/15
9516,利丰有限公司,LIFUNG 5.5 05/16/17,-,5.5,-,500.00 百万,2007-05-16,一般企业用途、再融资,--,--,产业债,3533,2017/05/16
9517,中国海外集团有限公司,CHCONS 0 05/14/14,137.000,0,-,500.00 百万,2007-05-14,公司间贷款,2012-5-14,2012-5-14,地产债,28136,2014/05/14
9518,路劲基建有限公司,ROADKG Float 05/14/12,99.625,L+225,-,150.00 百万,2007-05-14,"资本支出,再融资",--,--,地产债,3070,2012/05/14
9519,路劲基建有限公司,ROADKG 7.625 05/14/14,102.000,7.625,12.077,200.00 百万,2007-05-14,"资本支出,再融资",--,--,地产债,3071,2014/05/14
9520,中国海洋石油有限公司,CNOOC 5.65 05/15/17,100.000,5.65,-,250.00 百万,2007-05-04,"一般企业用途,再融资",--,--,产业债,3072,2017/05/15
9521,中国海洋石油有限公司,CNOOC 6.4 05/15/37,108.712,6.4,5.526,1250.00 百万,2007-05-04,"一般企业用途,再融资",--,--,产业债,3073,2037/05/15
9522,天誉置业(控股)有限公司,SKYFAM 4 05/10/13,-,4,-,200.00 百万,2007-05-04,--,--,--,地产债,3080,2013/05/10
9523,China Properties Group Limited,CHINPR 9.125 05/04/14,99.880,9.125,16.859,300.00 百万,2007-05-04,项目融资,--,--,地产债,3611,2014/05/04
9524,China Properties Group Limited,CHINPR 9.125 05/04/14,99.880,9.125,16.859,300.00 百万,2007-05-04,项目融资,--,--,地产债,28120,2014/05/04
9525,中国龙工控股有限公司,LONKIN 0 04/30/12,125.025,0,-,287.00 百万,2007-04-30,"资本支出,运营资本,项目融资",2010-4-30,2010-4-30,产业债,3076,2012/04/30
9526,鑫苑置业有限公司,XIN 2 04/15/12,-,2,-,25.00 百万,2007-04-19,"资本支出,一般企业用途,运营资本,再融资",--,--,地产债,3075,2012/04/15
